sudosurootdev/hardware_qcom_media-caf-new
tech-team/case-finder
ezavada/pdg
SCIInstitute/SCIRun
mozilla/gmp-api
rrobin/ccs_lua_framework
jakob-skou-pedersen/phy
kuba1/qtcreator
aykutbulut/COLA
marbl/harvest-tools
kenohori/TriVis
SpectreJan/volk_fec
Ultimaker/libArcus
sierra-lang/libsierra
BearishSun/BansheeEngine
nicodjimenez/caffe
lessens/dccs
hiroMTB/dt_
Jacob843/Universe
andrewreeman/staffGames
jwerle/stordb
teamBICYCLE/Bomberman
kasemir/EPICSV4Sandbox
chukong/WagonWar
rwittek/RainStorm
percy-g2/android_device_lge_mako
trtikm/E2
UniversityRadioYork/playslave-plusplus
utsushi/utsushi
madeapps/newton-dynamics
sierra-lang/sierra
Tomcc/dojo
Hiwr/hiwr_opencv_detector
gareth-cross/kr_attitude_eskf
yen3/pcpe2
davidaq/ccplus
Phantomsmedia/Phramework
ptomulik/clxx
s-nakaoka/choreonoid
samsung/cynara
vell001/VFeiQ
karlssonper/gpuip
robotology/gazebo-yarp-plugins
MikeL83/Doc-Scanner
nicolaprezza/BWTIL
HEP-FCC/FCCSW-hh
mifki/df-webfort
gamoeba/stagehand
evromalarkey/ACR-Mod
jjallaire/RcppParallel
m-a-d-n-e-s-s/madness-seprep
pothosware/pothos-util
opensim-org/opensim-core
SeregaGomen/QFEM
ikicha/AlgoStudy
bongger-project/bongger
u8sand/Baka-MPlayer
jjf28/Chkdraft
presstab/HyperStake
pmprog/OpenApoc
RonGokhale/android_hardware_qcom_camera
jbenden/call-rating
wdskuki/fuse-mdr
zcbenz/node-native-mate
piLaboratory/TWoLife
open-source-parsers/jsoncpp
osschar/mtorture
eigil-h/aram
neovim/deps
WoLpH/computer_graphics
sergey-dryabzhinsky/qt-webkit-kiosk
elkorn/vertex-cover-kernelization
ptcryan/CPM_Due
libmx3/mx3
codewalkerster/android_hardware_ril
pacerom/system_vold
wangyichao/CPP11_Benchmarks
MrPoxipol/qcodedesk
ibex-team/ibex-lib
corderoi/PokemonThrowdown
zrm/snow
micdoug/Orm4Qt
Deoxyribonucleic/dawn
marxoft/qml-browser
SRI-CSL/stegotorus
rock-core/gui-vizkit3d
rock-core/gui-rock_widget_collection
kempj/cacpp
iChaRil/inkscape_clone
Groterik/qtcreator-dlangeditor
InceptionProject/device_lge_mako
Orbitcoin/Orbitcoin-Old
robotology-playground/yarp-wholebodyinterface
robotology/kinect-wrapper
jasn/RASMUS
ERNICommunity/lintilla-embedded
chyh1990/caffe-compact
open-power/hostboot
46Bit/uarm-quickstart
rampage644/impala-cut
