repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
amorenoc/matcha,C++,1.000000,1,0,0.088021,18.000000,1.500000,1,1461,1.068063,5,1,1,1,1
maddinat0r/samp-tsconnector,C++,0.800000,1,1,0.119284,9.380952,0.571429,1,4972,0.000000,13,1,1,1,1
subokita/Three.cpp-Rev-2,C++,0.978378,2,0,0.172128,41.500000,3.500000,0,13529,0.099412,9,1,1,1,1
dzidzitop/gravifon_lastfm_scrobbler_deadbeef_plugins,C++,0.941176,1,0,0.222706,26.375000,0.312500,1,2434,0.086601,2,1,1,1,1
ggorman/poreflow,C++,1.000000,1,1,0.218953,3.500000,0.777778,1,2497,0.000000,2,1,1,1,1
aphecetche/aafu,C++,0.916667,1,0,0.113018,8.333333,0.333333,1,3814,0.000000,0,0,1,1,1
sialan-labs/kaqaz,C++,0.964467,1,0,0.154674,31.500000,1.500000,1,48622,0.000000,25,0,1,1,1
davidbrazdil/pnacl-llvm,C++,0.991692,28,0,0.202792,577.089172,0.000000,1,1003556,0.038707,0,1,1,1,1
silverslade/wide,C++,0.555556,1,0,0.154571,50.000000,8.000000,1,4536,0.000000,2,0,1,1,1
jbrandwood/EditWith,C++,0.411765,2,0,0.162100,3.333333,1.000000,1,14451,0.000000,0,1,1,1,1
google/VoltAir,C++,0.967136,2,0,0.157930,1.888889,0.444444,1,83546,0.018572,209,1,1,1,1
LumaPictures/jafar,C++,0.800000,7,0,0.262337,8.695122,0.000000,1,10677,0.022582,1,1,1,1,1
jpata/tthbb13,C++,0.941176,2,0,0.049526,76.000000,2.625000,1,118531,0.000096,1,1,1,1,1
Iteem/Corpuscle,C++,0.648045,1,0,0.483175,4.000000,0.533333,1,12488,0.000000,6,0,1,1,1
Banksycoin/Banksycoin,C++,0.966102,2,0,0.084607,3.750000,0.250000,1,53688,0.071288,1,1,1,1,1
C-Aniruddh/nicki-omni,C++,0.815789,3,0,0.297167,9.857143,0.142857,1,10129,0.000000,1,1,1,1,1
seanchas116/ruby-qml,C++,0.949367,1,1,0.067497,37.700001,1.800000,1,8123,0.000000,80,1,1,1,1
Arkania/ArkCORE-NG,C++,0.898333,4,0,0.153490,15.304348,0.260870,1,1075244,0.009047,24,1,1,1,1
steffen-foerster/sailfish-barcode,C++,0.989637,1,0,0.228715,8.285714,2.428571,1,15823,0.000000,15,0,1,1,1
FirstTimeInForever/ogl_win,C++,0.931034,1,0,0.048780,21.333332,0.333333,0,2034,0.043393,0,0,1,1,1
0003088/qt-gui,C++,1.000000,2,0,0.119108,38.000000,0.500000,1,4183,0.000000,0,1,1,1,1
ayoshiaki/tops,C++,0.495690,2,0,0.194574,5.270833,0.041667,1,29951,0.007612,12,1,1,1,1
ms-iot/galileo-sdk,C++,0.477477,4,0,0.217507,44.000000,16.000000,1,9691,0.054873,78,1,1,1,1
spegelius/android_frameworks_native,C++,0.917004,44,0,0.205015,115.138885,0.000000,1,112749,0.131129,0,1,1,1,1
rcoscali/frameworks-av,C++,0.842342,13,0,0.300762,59.637680,0.000000,1,404660,0.025553,0,1,1,1,1
robotology/grasp,C++,0.938462,3,0,0.149996,9.625000,0.375000,1,11109,0.000000,1,1,1,1,1
FastVPSEestiOu/ploop_userspace,C++,1.000000,1,0,0.171309,14.857143,1.857143,1,660,0.954649,5,1,1,1,1
leadedge/Spout2,C++,0.796875,1,0,0.291788,30.333332,0.500000,1,23770,0.527098,59,1,1,1,1
revbayes/code,C++,0.863173,5,0,0.107501,42.762711,0.033898,1,4519310,0.052599,22,1,1,1,1
lefti-/cpp-breakout,C++,0.889952,1,0,0.496929,13.500000,0.250000,1,18385,0.002755,0,1,1,1,1
0x1A/yabs,C++,0.800000,1,1,0.025172,25.000000,3.000000,1,288,0.300000,1,1,1,1,1
nikolauska/KGE,C++,0.104167,1,0,0.207655,4.375000,1.750000,1,1753,0.000000,0,0,1,1,1
asdoc/timetable-generator,C++,0.903226,2,0,0.159728,43.000000,12.000000,1,84623,0.372530,1,1,1,1,1
RcppCore/RcppParallel,C++,0.948240,1,1,0.181894,17.000000,0.857143,1,102667,0.007034,54,1,1,1,1
neropsys/Planaria,C++,0.839918,2,0,0.295295,73.500000,1.000000,1,300076,0.014060,0,1,1,1,1
tomaka/luawrapper,C++,0.833333,1,1,0.186515,14.157895,0.210526,1,3198,0.295662,61,1,1,1,1
tundra/conprx,C++,0.790323,1,1,0.470217,11.333333,0.833333,1,7944,0.019677,0,1,1,1,1
Gebhard-Stopper/FlowIllustrator,C++,0.769068,2,0,0.125414,1.600000,1.200000,1,118060,0.001311,1,1,1,1,1
TheBB/BSGUI,C++,1.000000,1,0,0.224885,156.000000,26.000000,1,3526,0.000000,1,0,1,1,1
Mrtanaka/product_boost,C++,0.041667,2,0,0.078512,8.000000,3.000000,0,5406,0.000000,0,0,1,1,1
dalerank/caesaria-game,C++,0.825261,3,1,0.163773,117.791664,0.166667,1,1026634,0.022070,64,1,1,1,1
jrmuizel/mozilla-cvs-history,C++,0.920730,196,0,0.228064,1654.927368,0.000000,1,5718085,0.013721,5,1,1,1,1
mikeswanson/Ai2Canvas,C++,0.875000,1,0,0.279300,3.000000,1.500000,1,6082,0.000000,49,0,1,1,1
matheuscscp/metallicar,C++,0.666667,1,0,0.288722,48.666668,0.333333,1,28957,0.257097,0,1,1,1,1
unixpickle/anarch,C++,0.872727,1,0,0.080276,137.000000,3.000000,0,6442,0.040233,4,0,1,1,1
signalspec/pixelpulse2,C++,1.000000,2,1,0.017012,18.000000,4.888889,1,1873,0.000000,14,1,1,1,1
binaryking/StackManagerQt,C++,1.000000,5,0,0.096374,9.875000,0.375000,1,1912,0.000000,0,1,1,1,1
BioMedIA/IRTK,C++,0.977703,6,1,0.189754,13.222222,0.055556,1,172641,0.019503,18,1,1,1,1
ptal/checkdigit,C++,0.210526,2,0,0.274443,8.075000,0.100000,0,2345,0.228941,0,1,1,1,1
robotology/iol,C++,0.961538,2,0,0.158296,11.594595,0.108108,1,8126,0.000000,1,1,1,1,1
azadkuh/qhttp,C++,1.000000,1,0,0.164392,29.142857,0.714286,1,4650,0.051364,22,1,1,1,1
bawjensen/COMP-365-CompGraphics,C++,0.920635,1,0,0.177443,62.000000,0.500000,1,35036,0.000000,0,0,1,1,1
hzeller/rpt2pnp,C++,1.000000,1,0,0.128383,20.000000,0.500000,1,1358,0.370697,9,1,1,1,1
hakuch/Dcpu16Universe,C++,0.836735,1,0,0.207026,26.400000,2.600000,1,9460,0.000000,2,0,1,1,1
muit/Boost-Mangos,C++,0.883410,43,1,0.193299,90.675674,0.000000,1,654817,0.011450,0,1,1,1,0
unixpickle/ansa,C++,0.966667,1,0,0.048049,15.000000,0.333333,0,2243,0.474974,1,0,1,1,1
Jazmann/openCV-Cxx11,C++,0.865285,7,0,0.147933,180.759995,0.000000,1,1492490,0.090517,0,1,1,1,1
tux3/qTox,C++,0.968085,9,0,0.048079,282.444458,153.444443,1,77172,0.019145,803,1,1,1,1
edvorg/chair,C++,0.921053,2,0,0.245899,74.000000,11.000000,1,18922,0.002660,0,1,1,1,1
sroycode/zqrpc,C++,0.848485,1,0,0.323317,11.166667,0.333333,1,3673,0.000000,3,0,1,1,1
struz/LoL-Ability-Timers,C++,0.787234,1,0,0.175222,15.000000,3.000000,1,10339,0.755707,13,1,1,1,1
brian-team/brian2genn,C++,0.360000,2,0,0.119453,7.125000,2.125000,1,2126,0.000000,4,1,1,1,1
UCDiGEM/OliView,C++,1.000000,1,0,0.343840,67.000000,2.000000,1,16401,0.000000,0,0,1,1,1
sudosurootdev/hardware_qcom_media-caf-new,C++,0.660000,13,0,0.142255,21.729168,0.000000,1,80747,0.025651,0,1,1,1,1
tech-team/case-finder,C++,0.000000,2,0,0.047666,34.571430,1.000000,1,5776,0.000000,0,1,1,1,1
ezavada/pdg,C++,0.811245,1,1,0.162790,1.142857,1.571429,1,1596616,0.029657,0,0,1,1,1
SCIInstitute/SCIRun,C++,0.928394,3,1,0.243465,119.378380,12.594595,1,836072,0.186409,18,1,1,1,1
mozilla/gmp-api,C++,0.833333,3,0,0.586085,2.777778,1.111111,1,703,0.000000,0,1,1,1,1
rrobin/ccs_lua_framework,C++,0.826636,1,0,0.218559,10.666667,0.333333,1,571091,0.010673,1,1,1,1,1
jakob-skou-pedersen/phy,C++,0.925926,1,0,0.153917,8.000000,0.400000,1,67123,0.081585,0,1,1,1,1
kuba1/qtcreator,C++,0.959861,30,0,0.165081,363.337830,0.000000,1,1500756,0.060385,0,1,1,1,1
aykutbulut/COLA,C++,0.888889,2,0,0.084059,3.500000,0.250000,1,55188,0.000000,0,1,1,1,1
marbl/harvest-tools,C++,0.952381,2,1,0.077144,7.300000,0.300000,1,4947,0.099358,4,1,1,1,1
kenohori/TriVis,C++,0.473684,1,0,0.219880,5.000000,1.000000,1,2075,0.000000,2,0,1,1,1
SpectreJan/volk_fec,C++,0.338710,1,0,0.241038,12.000000,1.000000,1,5854,0.001657,1,1,1,1,1
Ultimaker/libArcus,C++,0.875000,3,0,0.226961,12.250000,0.125000,1,1126,0.000000,8,1,1,1,1
sierra-lang/libsierra,C++,0.989691,2,0,0.082725,5.794118,0.000000,1,3058,0.417078,5,1,1,1,1
BearishSun/BansheeEngine,C++,0.976996,1,0,0.195856,48.730770,0.230769,1,108377,0.001718,234,1,1,1,1
nicodjimenez/caffe,C++,0.984127,5,0,0.221209,108.545456,0.000000,1,41345,0.757478,0,1,1,1,1
lessens/dccs,C++,0.948760,17,0,0.091331,310.915894,0.000000,1,356450,0.001449,0,1,1,1,0
hiroMTB/dt_,C++,0.909091,1,0,0.194077,10.500000,7.000000,0,4728,0.000000,0,0,1,1,1
Jacob843/Universe,C++,0.771429,1,0,0.000168,42.500000,2.000000,0,2401848,0.000000,0,0,1,1,1
andrewreeman/staffGames,C++,1.000000,1,0,0.031180,22.333332,5.666667,0,2566,0.000000,0,0,1,1,1
jwerle/stordb,C++,0.592593,1,0,0.233801,27.000000,15.000000,1,4056,0.009778,25,1,1,1,1
teamBICYCLE/Bomberman,C++,0.885167,4,0,0.125090,36.947369,0.105263,1,31589,0.017689,1,1,1,1,1
kasemir/EPICSV4Sandbox,C++,1.000000,1,0,0.181165,9.666667,0.666667,1,1172,0.000000,1,0,1,1,1
chukong/WagonWar,C++,0.825341,3,0,0.313420,195.000000,5.000000,1,282935,0.013349,71,1,1,1,1
rwittek/RainStorm,C++,0.899385,1,0,0.196544,121.000000,5.000000,1,607633,0.000000,6,0,1,1,1
percy-g2/android_device_lge_mako,C++,0.512821,28,0,0.110040,56.320000,0.000000,1,78623,0.392731,0,1,1,1,1
trtikm/E2,C++,0.675325,1,0,0.028725,8.750000,0.125000,0,11550,0.369251,0,0,1,1,1
UniversityRadioYork/playslave-plusplus,C++,0.914286,1,0,0.381997,55.166668,1.833333,1,4482,0.000000,5,0,1,1,1
utsushi/utsushi,C++,0.957746,1,1,0.235710,1.920000,0.120000,1,40865,0.165384,2,0,1,1,1
madeapps/newton-dynamics,C++,0.910802,1,0,0.230932,95.000000,0.818182,1,1700205,0.004644,145,1,1,1,1
sierra-lang/sierra,C++,0.918194,24,0,0.297516,528.637390,0.021978,1,882044,0.032166,5,1,1,1,1
Tomcc/dojo,C++,0.787770,2,0,0.281172,11.480000,0.140000,1,42741,0.000000,20,1,1,1,1
Hiwr/hiwr_opencv_detector,C++,0.750000,3,0,0.146346,15.000000,4.000000,1,93955,0.000000,0,1,1,1,1
gareth-cross/kr_attitude_eskf,C++,1.000000,1,0,0.273271,8.400000,0.800000,1,919,0.278205,0,1,1,1,1
yen3/pcpe2,C++,1.000000,1,0,0.115403,9.200000,0.800000,0,1836,0.589017,0,0,1,1,1
davidaq/ccplus,C++,0.788136,2,0,0.129453,95.199997,0.200000,0,28845,0.054207,2,1,1,1,1
Phantomsmedia/Phramework,C++,0.300000,2,0,0.022740,78.500000,11.000000,0,1930,0.000000,10,0,1,1,1
ptomulik/clxx,C++,0.818182,1,1,0.213738,39.571430,5.428571,1,53162,0.426956,0,1,1,1,1
s-nakaoka/choreonoid,C++,0.940898,1,0,0.118368,37.900002,1.700000,1,256819,0.002866,25,1,1,1,1
samsung/cynara,C++,0.943787,3,0,0.366034,28.600000,0.700000,1,18044,0.235654,7,1,1,1,1
vell001/VFeiQ,C++,1.000000,1,0,0.030672,44.000000,2.000000,1,6483,0.000000,2,0,1,1,1
karlssonper/gpuip,C++,0.800000,1,0,0.170575,78.000000,1.666667,1,8263,0.252683,7,1,1,1,1
robotology/gazebo-yarp-plugins,C++,1.000000,5,1,0.143134,28.764706,4.941176,1,5873,0.174594,5,1,1,1,1
MikeL83/Doc-Scanner,C++,1.000000,1,0,0.277244,64.000000,2.000000,1,2282,0.000000,3,0,1,1,1
nicolaprezza/BWTIL,C++,1.000000,2,0,0.236346,24.375000,0.250000,1,4954,0.024143,7,1,1,1,1
HEP-FCC/FCCSW-hh,C++,0.971591,2,0,0.217139,44.750000,5.500000,0,9916,0.000000,0,0,1,1,1
mifki/df-webfort,C++,0.666667,2,0,0.365410,3.000000,0.500000,1,2430,0.000000,10,1,1,1,1
gamoeba/stagehand,C++,0.918033,1,0,0.378142,10.250000,0.375000,1,5152,0.000000,0,0,1,1,1
evromalarkey/ACR-Mod,C++,0.338983,3,0,0.005949,57.714287,5.142857,1,32031,0.000000,2,1,1,1,1
jjallaire/RcppParallel,C++,0.948827,1,0,0.200823,14.666667,0.166667,1,96328,0.386490,0,1,1,1,1
m-a-d-n-e-s-s/madness-seprep,C++,0.942485,9,1,0.203118,30.418182,0.000000,1,293938,0.024770,0,1,1,1,1
pothosware/pothos-util,C++,0.333333,1,0,0.109916,5.125000,1.000000,1,1501,0.000000,1,0,1,1,1
opensim-org/opensim-core,C++,0.939850,7,1,0.294268,50.466103,3.084746,1,245076,0.000346,27,1,1,1,1
SeregaGomen/QFEM,C++,0.989247,1,0,0.137695,29.500000,0.125000,1,36067,0.198112,0,1,1,1,1
ikicha/AlgoStudy,C++,0.571429,4,0,0.073654,24.000000,2.000000,1,329,0.000000,2,1,1,1,1
bongger-project/bongger,C++,0.962382,1,0,0.022141,2.000000,2.000000,1,393241,0.019661,0,0,1,1,1
u8sand/Baka-MPlayer,C++,1.000000,2,0,0.009777,141.000000,12.500000,1,25223,0.000000,105,1,1,1,1
jjf28/Chkdraft,C++,0.888298,1,0,0.022215,7.000000,5.750000,1,30588,0.000000,9,0,1,1,1
presstab/HyperStake,C++,0.960199,2,0,0.114966,54.428570,7.285714,1,83559,0.065402,0,1,1,1,1
pmprog/OpenApoc,C++,0.900000,3,0,0.026642,65.000000,7.000000,1,9663,0.000000,67,1,1,1,1
RonGokhale/android_hardware_qcom_camera,C++,0.781818,25,0,0.100096,11.564516,0.000000,1,52888,0.421825,1,1,1,1,1
jbenden/call-rating,C++,0.925926,2,1,0.232550,5.400000,0.000000,1,91991,0.707117,1,1,1,1,1
wdskuki/fuse-mdr,C++,0.933333,2,0,0.180927,4.625000,0.250000,1,26814,0.062685,0,1,1,1,1
zcbenz/node-native-mate,C++,0.333333,1,1,0.029851,8.300000,0.100000,1,74,0.920000,8,1,1,1,1
piLaboratory/TWoLife,C++,1.000000,3,0,0.257203,12.166667,4.833333,0,1432,0.000000,2,0,1,1,1
open-source-parsers/jsoncpp,C++,0.777778,2,1,0.148502,9.833333,2.416667,1,10416,0.000000,1061,1,1,1,1
osschar/mtorture,C++,0.892857,1,0,0.295148,87.500000,3.000000,1,7879,0.026425,3,1,1,1,1
eigil-h/aram,C++,0.920000,1,0,0.263809,7.916667,0.250000,1,10205,0.277323,0,1,1,1,1
neovim/deps,C++,0.654545,1,0,0.126404,47.545456,0.545455,1,3,0.005404,8,0,1,1,1
WoLpH/computer_graphics,C++,0.964286,3,0,0.324231,607.000000,2.000000,1,3762,0.073811,0,1,1,1,1
sergey-dryabzhinsky/qt-webkit-kiosk,C++,0.920000,2,0,0.118234,2.656250,0.250000,1,3470,0.000000,13,1,1,1,1
elkorn/vertex-cover-kernelization,C++,0.000000,1,0,0.113218,54.625000,3.500000,0,10791,0.000000,1,0,1,1,1
ptcryan/CPM_Due,C++,0.736842,1,0,0.057231,21.000000,4.000000,1,19729,0.000000,8,0,1,1,1
libmx3/mx3,C++,0.865854,2,1,0.304569,20.200001,3.300000,1,188338,0.660666,911,1,1,1,1
codewalkerster/android_hardware_ril,C++,0.846154,12,0,0.315041,3.447761,0.000000,1,13685,0.391788,1,1,1,1,1
pacerom/system_vold,C++,0.914286,11,0,0.157649,7.553571,0.000000,1,7448,0.008014,0,1,1,1,1
wangyichao/CPP11_Benchmarks,C++,0.833333,1,0,0.080341,28.000000,1.000000,0,2600,0.000000,0,0,1,1,1
MrPoxipol/qcodedesk,C++,0.818182,1,0,0.178771,40.000000,4.400000,1,1251,0.000000,1,0,1,1,1
ibex-team/ibex-lib,C++,0.985263,3,1,0.309516,29.620001,2.480000,1,53058,0.214801,18,1,1,1,1
corderoi/PokemonThrowdown,C++,0.905882,2,0,0.191562,5.368421,0.263158,0,12501,0.437099,3,1,1,1,1
zrm/snow,C++,0.972603,1,0,0.218139,23.000000,1.000000,1,15046,0.000000,786,0,1,1,1
micdoug/Orm4Qt,C++,0.930233,1,0,0.311135,13.000000,0.500000,1,3783,0.000000,3,0,1,1,1
Deoxyribonucleic/dawn,C++,0.933333,1,0,0.011494,8.500000,0.500000,1,952,0.154915,1,1,1,1,1
marxoft/qml-browser,C++,1.000000,1,0,0.171899,38.250000,0.750000,1,3825,0.000000,0,0,1,1,1
SRI-CSL/stegotorus,C++,0.889831,2,0,0.145382,22.142857,0.285714,1,31065,0.030246,18,1,1,1,1
rock-core/gui-vizkit3d,C++,0.951613,6,0,0.249963,5.450980,0.313725,1,15287,0.053229,0,1,1,1,1
rock-core/gui-rock_widget_collection,C++,0.992754,4,0,0.249619,7.160714,0.071429,1,15933,0.000000,0,1,1,1,1
kempj/cacpp,C++,0.750000,1,0,0.254203,58.000000,5.000000,0,1109,0.182426,0,0,1,1,1
iChaRil/inkscape_clone,C++,0.970069,6,0,0.196570,66.500000,6.500000,1,518589,0.004153,2,1,1,1,1
Groterik/qtcreator-dlangeditor,C++,0.954545,1,1,0.048358,12.250000,1.375000,1,4309,0.000000,14,1,1,1,1
InceptionProject/device_lge_mako,C++,0.512821,26,0,0.110063,52.291668,0.000000,1,78602,0.392751,0,1,1,1,1
Orbitcoin/Orbitcoin-Old,C++,0.964706,3,0,0.079219,1.800000,0.200000,1,51778,0.076115,2,1,1,1,1
robotology-playground/yarp-wholebodyinterface,C++,1.000000,4,1,0.206325,30.250000,1.812500,1,7719,0.054282,0,1,1,1,1
robotology/kinect-wrapper,C++,0.923077,2,0,0.175856,9.300000,0.500000,1,3182,0.000000,1,1,1,1,1
jasn/RASMUS,C++,0.934783,2,0,0.089269,28.928572,5.142857,1,33293,0.063137,2,1,1,1,1
ERNICommunity/lintilla-embedded,C++,0.925926,1,0,0.172403,13.833333,1.166667,1,5279,0.000000,1,0,1,1,1
chyh1990/caffe-compact,C++,0.940000,1,0,0.071687,3.000000,0.125000,1,14788,0.049541,18,1,1,1,1
open-power/hostboot,C++,0.788641,20,0,0.297723,55.396553,0.362069,1,472449,0.004185,19,1,1,1,1
46Bit/uarm-quickstart,C++,0.800000,1,0,0.174653,3.000000,1.500000,1,1348,0.000000,3,0,1,1,1
rampage644/impala-cut,C++,0.884656,7,0,0.130320,61.400002,0.000000,1,2103399,0.167980,0,1,1,1,1
miguelibero/eventually,C++,0.906475,1,1,0.228448,16.000000,3.200000,1,93309,0.686430,0,1,1,1,1
SoarGroup/Domains-DiceiOS,C++,0.750000,1,0,0.270805,8.431818,1.204545,1,18582,0.036596,0,1,1,1,1
NASA-rdt/ros_cyton_gamma,C++,0.981618,1,0,0.300155,33.000000,4.000000,0,117709,0.000000,0,0,1,1,1
vonnyfly/recipes,C++,0.790535,1,0,0.224705,5.625000,0.125000,1,549836,0.457932,0,1,1,1,1
4ian/GD,C++,0.897975,2,1,0.194610,30.387096,1.516129,1,636812,0.023028,235,1,1,1,1
TheSlothExperience/SheepBattleBoats,C++,0.987179,1,0,0.066868,172.000000,4.500000,0,6182,0.035603,0,0,1,1,1
Theverat/ImagePreview,C++,1.000000,1,0,0.071774,46.000000,24.000000,0,2396,0.000000,0,0,1,1,1
adafruit/Adafruit_FONA_Library,C++,1.000000,3,0,0.155515,7.625000,2.750000,0,1419,0.000000,54,0,1,1,1
delphes/delphes,C++,0.945578,3,0,0.393843,18.782610,0.478261,1,76307,0.000000,12,1,1,1,1
skibey/libva,C++,0.508197,5,0,0.127210,10.159091,0.000000,1,54316,0.889352,0,1,1,1,1
dacumos/LLTM1,C++,0.807492,7,0,0.135115,243.500000,0.000000,1,435122,0.024505,0,1,1,1,0
krzyk240/test,C++,1.000000,2,1,0.000155,10.000000,1.500000,0,25857,0.000000,0,0,1,1,1
Renesas-EMEV2/frameworks_av,C++,0.819178,10,0,0.333659,50.735294,0.000000,1,414908,0.023985,0,1,1,1,1
sandeepmistry/arduino-BLEPeripheral,C++,0.392361,1,0,0.508526,26.444445,2.111111,1,25432,0.000000,97,0,1,1,1
HEP-FCC/FCCSW,C++,0.984496,4,0,0.208344,18.909092,2.727273,0,9631,0.000000,4,0,1,1,1
mce35/agocontrol,C++,0.970894,6,0,0.053343,82.571426,0.035714,1,715783,0.001445,3,1,1,1,1
PoolC/algospot,C++,0.981481,4,0,0.072703,88.000000,2.000000,0,4966,0.000000,2,0,1,1,1
log2co/socket,C++,1.000000,1,0,0.318182,4.857143,0.857143,1,1141,0.178704,2,1,1,1,1
salamanderrex/jtorrent,C++,0.827586,3,0,0.161573,19.250000,0.750000,0,4336,0.034003,0,1,1,1,1
silveur/Steps,C++,0.909091,1,0,0.156257,28.625000,2.750000,1,3918,0.000000,1,0,1,1,1
wokste/bamengine,C++,1.000000,1,0,0.031953,52.000000,24.000000,1,2173,0.000000,1,0,1,1,1
mage/mage-sdk-cpp-cocos2dx,C++,0.832618,2,0,0.280829,11.000000,2.000000,1,314745,0.014918,1,1,1,1,1
BaiGang/recomm_engine,C++,0.781690,2,0,0.261407,7.750000,0.250000,1,59916,0.661151,3,1,1,1,1
whywhom/DataMonitor,C++,0.187500,1,0,0.165114,14.857143,0.285714,0,17484,0.096568,0,0,1,1,1
kl0211/pdx-cs-tutors,C++,1.000000,2,0,0.209081,4.250000,0.625000,1,1411,0.000000,0,1,1,1,1
vdorie/dbarts,C++,0.761905,1,0,0.106013,12.888889,0.555556,1,20280,0.000000,3,0,1,1,1
avTranscoder/avTranscoder,C++,0.910000,2,1,0.102227,90.099998,12.600000,1,8268,0.000000,15,1,1,1,1
matthijs/sqlpp11-connector-postgresql,C++,0.666667,2,0,0.283099,4.250000,0.875000,1,1057,0.000000,8,1,1,1,1
DuFace/DailyProgrammer,C++,0.100000,1,0,0.123306,29.000000,1.000000,1,1674,0.000000,0,0,1,1,1
takamin/cvImagePipeline,C++,0.869565,1,0,0.056706,17.000000,0.571429,1,24895,0.022302,0,1,1,1,1
codingdojotw/gtest-mirror,C++,0.888889,2,0,0.284805,6.138462,0.000000,1,39444,0.542009,0,1,1,1,1
TeamEos/external_clang,C++,0.933164,22,0,0.293326,636.611084,0.000000,1,753996,0.026369,1,1,1,1,1
fysiskhund/mjEngineCPP,C++,0.926380,1,0,0.119922,24.888889,0.444444,1,35445,0.000000,2,0,1,1,1
XXMrHyde/android_frameworks_native,C++,0.927894,50,0,0.192984,185.671875,0.000000,1,131506,0.126288,0,1,1,1,1
PurityPlus/android_external_skia,C++,0.970849,12,0,0.065967,13.514706,0.000000,1,824389,0.119629,0,1,1,1,1
lmurray/kwin,C++,0.979769,17,0,0.159235,48.121738,0.000000,1,81910,0.156791,4,1,1,1,1
WeAreLeka/Bare-Arduino-Project,C++,1.000000,1,1,0.175385,21.000000,3.000000,1,1104,0.000000,160,1,1,1,1
shajoezhu/hybrid-Lambda,C++,0.970588,1,1,0.232181,7.611111,0.055556,1,3627,0.019871,0,1,1,1,1
Kaffeine/telegram-qt,C++,0.958333,1,0,0.043371,37.916668,0.500000,1,16185,0.049868,15,1,1,1,1
LOSP/external_skia,C++,0.970849,12,0,0.065973,12.073529,0.000000,1,824448,0.119606,0,1,1,1,1
timduru/android_external_stlport,C++,0.670020,14,0,0.173913,2.685185,0.000000,1,84701,0.319399,0,1,1,1,1
jebbe/insekten,C++,1.000000,1,0,0.145695,33.500000,2.500000,1,3227,0.000000,0,0,1,1,1
irrequietus/clause,C++,0.018127,1,0,0.140693,17.066668,0.266667,1,44012,0.060121,14,1,1,1,1
makzk/AnEpicSnake,C++,0.450000,1,0,0.308683,38.333332,5.333333,1,1245,0.000000,0,0,1,1,1
ohwgiles/sequeljoe,C++,0.965517,2,0,0.094683,10.500000,0.250000,1,4437,0.000000,9,1,1,1,1
soraphis/Boids-MPI,C++,0.888889,1,0,0.448071,23.000000,2.000000,1,1341,0.138249,0,1,1,1,1
Ni3znajomy/AMXBans_amx,C++,0.444444,1,0,0.300141,12.428571,0.285714,1,134045,0.169745,0,1,1,1,1
duloxetine/fcitx-skk-plus,C++,0.769231,3,0,0.201011,3.217391,0.304348,1,6730,0.000000,1,1,1,1,1
TheMightyX/PreminePlus,C++,0.966851,1,0,0.081485,10.333333,0.333333,1,59277,0.072550,0,1,1,1,1
nwind21/ardupilot_pr,C++,0.807732,7,0,0.134561,248.040817,0.000000,1,433335,0.024867,0,1,1,1,0
SVMP/android_external_llvm,C++,0.985935,31,0,0.200580,607.512817,0.000000,1,941477,0.035216,0,1,1,1,1
mifki/df-twbt,C++,0.950000,1,0,0.053568,24.000000,2.666667,1,22514,0.000000,60,0,1,1,1
SVMP/android_frameworks_native,C++,0.920601,48,0,0.199974,179.916672,0.000000,1,111094,0.104527,0,1,1,1,1
ofTheo/ofxAppGLFWWindowMulti,C++,1.000000,2,0,0.115797,31.500000,4.000000,0,1330,0.000000,18,0,1,1,1
V02460/CTT,C++,0.831858,4,0,0.385921,276.333344,1.333333,1,41759,0.000000,1,1,1,1,1
DESY-FH-ELab/TCT-analysis,C++,0.923077,2,0,0.207692,13.500000,0.500000,1,1888,0.000000,0,1,1,1,1
DjLysy/CvStereo,C++,1.000000,3,0,0.229746,22.000000,1.000000,0,2001,0.000000,0,0,1,1,1
NordicSemiconductor/nrf8001-ble-uart-spark-io,C++,0.500000,4,0,0.420172,19.277779,0.055556,1,3848,0.000000,22,1,1,1,1
r-lyeh/apathy,C++,1.000000,1,1,0.262784,2.347826,0.260870,1,3579,0.000000,17,1,1,1,1
kirbyman62/platformer,C++,1.000000,1,0,0.261978,32.166668,1.833333,1,2226,0.000000,2,0,1,1,1
TEAM-Gummy/android_device_oppo_find7,C++,0.548387,4,0,0.333999,18.777779,0.666667,1,30622,0.000000,0,1,1,1,1
TigerVNC/tigervnc,C++,0.957179,6,0,0.215031,19.653595,1.039216,1,77372,0.126135,289,1,1,1,1
harshitamistry/calligraRepository,C++,0.975159,43,0,0.200815,433.266663,0.000000,1,1979721,0.064542,0,1,1,1,1
barbagroup/PetIBM,C++,0.919118,2,0,0.225722,22.000000,2.900000,1,31348,0.141035,11,1,1,1,1
rlam1/Allegro_pong,C++,0.916667,1,0,0.013453,50.000000,1.000000,1,687,0.000000,0,0,1,1,1
Automattic/node-canvas,C++,1.000000,2,1,0.156521,22.283018,3.056604,1,8842,0.094806,2927,1,1,1,1
TEAM-Gummy/android_device_xiaomi_aries,C++,0.769231,27,0,0.123264,39.346153,0.038462,1,21966,0.000000,0,1,1,1,1
apaikan/yarp-armarx,C++,1.000000,3,0,0.264682,24.000000,0.500000,1,3802,0.000000,0,1,1,1,1
