GT6310-GalaxyYoung-Developers/android_device_samsung_msm7x27a-common
sub77/android_device_samsung_msm8226-common
omnirom/android_device_samsung_n7000
sgt7/android_device_samsung_p1-common
Rox-/android_device_samsung_s3ve3g
UltimatumKang/android_device_samsung_smdk4412-qcom-common
TheWhisp/android_device_samsung_tass
slayher/android_device_samsung_trlte-common
Badadroid/android_device_samsung_wave
TheWhisp/android_device_samsung_wilcox-common
Split-Screen/android_device_semc_msm7x30-common
TEAM-Gummy/android_device_sony_nicki
DirtyUnicorns/android_device_sony_qcom-common
omnirom/android_device_xiaomi_aries
1mouse3/android_device_zte_aurora
KonstaT/android_device_zte_kis3
Mkey-Android/android_device_zte_n909
androidarmv6/android_external_chromium
ModdedPA/android_external_clang
xplodwild/android_external_Focal
SlimRoms/android_external_icu
omnirom/android_external_llvm
upndwn4par/android_external_skia
SlimSaber/android_external_stlport
omnirom/android_external_webkit
X-ROM/android_frameworks_av
MoKee/android_frameworks_native
sony-omni/android_hardware_qcom_camera
Mahdi-Rom/android_hardware_qcom_display
OpenSEMC/android_hardware_qcom_display-legacy
omnirom/android_hardware_qcom_media
MagicDevTeam/android_hardware_qcom_media-caf
MoKee/android_hardware_qcom_media-caf-new
DirtyUnicorns/android_hardware_qcom_media-legacy
MoKee/android_hardware_qcom_media-legacy-old
codewalkerster/android_hardware_ril
DirtyUnicorns/android_libnativehelper
Plain-Andy/android_platform_external_clang
SapphireAgate/android_platform_frameworks_native
Plain-Andy/android_platform_hardware_qcom_media
Plain-Andy/android_platform_hardware_qcom_media-caf
CyanogenMod/android_system_keymaster
DirtyUnicorns/android_system_security
qianjigui/android_system_service_example
Euphoria-OS-Legacy/android_system_vold
AndroidDeveloperLB/AndroidJniBitmapOperations
krzysztofbroncel/AndroidSoapServer
esrlabs/AndroidTransporterPlayer
u12206050/Andrologists2014
ABBAPOH/Andromeda
makzk/AnEpicSnake
mozilla/angle
stammen/angleproject
jimfinnis/angort
nekko1119/AnimalShogi
chocoball/AnimationCreator
spillerrec/AnimeRAster
UndeadKernel/anise_framework
GNOME/anjuta-extras
Ankh-Game-Devel/Ankhnowledge
godlikepanos/anki-3d-engine
Jinxit/annalisa
spotify/annoy
macfij/another-snake
fabiensanglard/Another-World-Bytecode-Interpreter
unixpickle/ansa
rfernandes/answer
arescentral/antares
Deadspeller/AntInt
libantioch/antioch
stnava/ANTS
stnava/ANTsR
boostorg/any
psteinb/anyfold
hmaec21/AOJ
nakul02/aoladder_contraction
McKizzle/AoS
artofsequence/aos-designer
JAOSP/aosp_device_lge_mako
MrGezz/aosp_device_sony_aoba
AOSPXS/aosp_device_sony_hikari
AOSPXS/aosp_device_sony_nozomi
AOSPXS/aosp_frameworks_native
g3tsum/aosp_geeb
AOSPXS/aosp_hardware_libhardware_legacy
JAOSP/aosp_platform_frameworks_native
r-lyeh/apathy
mseeger/apbsint
mlimberto/APC_Project
AudioProcessingFramework/apf
PySide/Apiextractor
arizona-phonological-imaging-lab/APIL
vaibhavpandeyvpz/apkstudio
kazankov/apm
walmis/APMLib
Oxyd/APNS
henry4k/apoapsis
mhernando/Apolo
AppleWin/AppleWin
Temasys/appRTCDesk
